# Ghidra Function Export: gunman.dll
# Total functions: 2638
# Named (non-FUN_): 801
# Auto-named (FUN_): 1837
# Thunks: 2
# External: 0
# Format: address | size | refs | calling_conv | flags | name
#====================================================================================================
100651a0 |    533 |    1 | __thiscall   | -          | FUN_100651a0
100653c0 |    194 |    1 | __fastcall   | -          | FUN_100653c0
10065570 |     76 |    2 | __cdecl      | -          | lava
10065620 |     76 |    2 | __cdecl      | -          | lava_god
10065670 |    186 |    1 | __fastcall   | -          | FUN_10065670
10065750 |    320 |    1 | __thiscall   | -          | FUN_10065750
10065890 |     32 |    3 | __thiscall   | -          | Use
100658b0 |    244 |    3 | __thiscall   | -          | Think
100659b0 |      8 |    2 | __fastcall   | -          | FUN_100659b0
100659c0 |      8 |    2 | __fastcall   | -          | FUN_100659c0
100659d0 |      4 |    2 | __fastcall   | -          | FUN_100659d0
100659e0 |     98 |    1 | __stdcall    | -          | FUN_100659e0
10065a50 |    270 |    2 | __fastcall   | -          | FUN_10065a50
10065b60 |     17 |    3 | __thiscall   | -          | KillTouch
10065b80 |     74 |    3 | __thiscall   | -          | Think
10065bd0 |    177 |    1 | __fastcall   | -          | FUN_10065bd0
10065c90 |     76 |    2 | __cdecl      | -          | leaf
10065cf0 |     76 |    2 | __cdecl      | -          | leaf_god
10065da0 |    166 |    1 | __fastcall   | -          | FUN_10065da0
10065e60 |    253 |    1 | __thiscall   | -          | FUN_10065e60
10065f60 |    206 |    3 | __thiscall   | -          | PreWindThink
10066030 |    650 |    4 | __thiscall   | -          | PostWindThink
100662c0 |    171 |    1 | __stdcall    | -          | FUN_100662c0
10066370 |    207 |    2 | __fastcall   | -          | FUN_10066370
10066440 |     17 |    3 | __thiscall   | -          | KillTouch
10066460 |    309 |    3 | __thiscall   | -          | LeafThink
100665a0 |     77 |    2 | __cdecl      | -          | random_speaker
10066650 |     28 |    1 | __fastcall   | -          | FUN_10066650
10066830 |    111 |    1 | __fastcall   | -          | FUN_10066830
100668a0 |    102 |    3 | __thiscall   | -          | Play
10066910 |     77 |    2 | __cdecl      | -          | targ_speaker
100669c0 |     23 |    1 | __fastcall   | -          | FUN_100669c0
10066a00 |    111 |    1 | __thiscall   | -          | FUN_10066a00
10066a70 |     89 |    1 | __fastcall   | -          | FUN_10066a70
10066ad0 |     79 |    3 | __thiscall   | -          | Use
10066b20 |     77 |    2 | __cdecl      | -          | random_trigger
10066bd0 |     34 |    1 | __fastcall   | -          | FUN_10066bd0
10066d70 |     68 |    1 | __fastcall   | -          | FUN_10066d70
10066dc0 |     17 |    3 | __thiscall   | -          | Rand_TriggerUse
10066de0 |    108 |    3 | __thiscall   | -          | Rand_TriggerThink
10066e50 |     76 |    2 | __cdecl      | -          | player_speaker
10066fc0 |    109 |    1 | __fastcall   | -          | FUN_10066fc0
10067030 |     95 |    3 | __thiscall   | -          | PlaySound
10067090 |     76 |    2 | __cdecl      | -          | boulder
10067260 |    318 |    3 | __thiscall   | -          | DistibuteThinks
100673b0 |     46 |    3 | __thiscall   | -          | UseBoulder
100673e0 |    213 |    1 | __fastcall   | -          | FUN_100673e0
100674c0 |    138 |    1 | __fastcall   | -          | FUN_100674c0
10067550 |    482 |    1 | __fastcall   | -          | FUN_10067550
10067740 |     97 |    1 | __fastcall   | -          | FUN_10067740
100677b0 |     77 |    2 | __cdecl      | -          | sphere_explosion
10067860 |      9 |    2 | __fastcall   | -          | FUN_10067860
10067870 |     50 |    1 | __fastcall   | -          | FUN_10067870
10067950 |     27 |   12 | __thiscall   | -          | UseToggle
10067970 |    204 |    9 | __stdcall    | -          | FUN_10067970
10067a40 |    750 |    1 | __thiscall   | -          | FUN_10067a40
10067d30 |    467 |    3 | __thiscall   | -          | ExplodeEvent
10067f10 |     77 |    2 | __cdecl      | -          | entity_spritegod
10067f60 |     77 |    2 | __cdecl      | -          | test_entity2
10068010 |    122 |    2 | __fastcall   | -          | FUN_10068010
10068090 |     53 |    1 | __fastcall   | -          | FUN_10068090
10068190 |    752 |    1 | __thiscall   | -          | FUN_10068190
10068480 |     83 |    3 | __thiscall   | -          | UseToggle
100684e0 |    605 |    4 | __thiscall   | -          | SpewEvent
10068740 |     79 |    2 | __cdecl      | -          | entity_volcanospew
10068840 |     36 |    1 | __fastcall   | -          | FUN_10068840
10068870 |    199 |    3 | __thiscall   | -          | SprayLava
100689a0 |    295 |    2 | __fastcall   | -          | FUN_100689a0
10068ad0 |     36 |    2 | __thiscall   | -          | NullThink
10068b00 |     46 |    2 | __thiscall   | -          | StartupUse
10068bf0 |    268 |    3 | __thiscall   | -          | DyingThink
10068d00 |    209 |    4 | __thiscall   | -          | FlyTouch
10068de0 |    114 |    3 | __thiscall   | -          | CrashTouch
10068e60 |   1740 |    4 | __thiscall   | -          | HuntThink
10069530 |   1903 |    1 | __fastcall   | -          | FUN_10069530
10069ce0 |    132 |    2 | __cdecl      | -          | decore_eagle
10069d90 |     41 |    1 | __fastcall   | -          | FUN_10069d90
10069f60 |    132 |    2 | __cdecl      | -          | decore_pteradon
10069ff0 |     41 |    1 | __fastcall   | -          | FUN_10069ff0
1006a050 |     79 |    2 | __cdecl      | -          | grenade_mantabomb
1006a0b0 |    132 |    2 | __cdecl      | -          | monster_apache
1006a230 |    132 |    2 | __cdecl      | -          | monster_human_chopper
1006a320 |    324 |    2 | __fastcall   | -          | FUN_1006a320
1006a470 |    149 |    2 | __fastcall   | -          | FUN_1006a470
1006a650 |    591 |    3 | __thiscall   | -          | FallingThink
1006a8a0 |    209 |    3 | __thiscall   | -          | FlyTouch
1006a980 |   1183 |    3 | __thiscall   | -          | CrashTouch
1006ae20 |   1844 |    3 | __thiscall   | -          | HuntThink
1006b560 |   2260 |    1 | __fastcall   | -          | FUN_1006b560
1006be40 |     30 |    2 | __fastcall   | -          | FUN_1006be40
1006be60 |     29 |    1 | __fastcall   | -          | FUN_1006be60
1006be80 |    997 |    1 | __fastcall   | -          | FUN_1006be80
1006c270 |    203 |    1 | __fastcall   | -          | FUN_1006c270
1006c3d0 |    133 |    2 | __cdecl      | -          | monster_manta
1006ce40 |   2679 |    3 | __thiscall   | -          | MantaThink
1006d8c0 |     26 |    3 | __thiscall   | -          | DropBomb
1006d8e0 |    236 |    2 | __fastcall   | -          | FUN_1006d8e0
1006da30 |    218 |    1 | __cdecl      | -          | FUN_1006da30
1006db10 |   1870 |    3 | __thiscall   | -          | MantaBombTouch
1006e260 |     79 |    2 | __cdecl      | -          | monster_cricket
1006e5a0 |     26 |    1 | __fastcall   | -          | FUN_1006e5a0
1006e9b0 |     53 |    1 | __fastcall   | -          | FUN_1006e9b0
1006ec80 |     64 |    3 | __thiscall   | -          | SquashTouch
1006ee30 |     79 |    2 | __cdecl      | -          | monster_dragonfly
1006eee0 |    269 |    1 | __fastcall   | -          | FUN_1006eee0
1006f0b0 |    188 |    3 | __thiscall   | -          | FallHack
1006f170 |    153 |    2 | __fastcall   | -          | FUN_1006f170
1006f210 |     93 |    3 | __thiscall   | -          | IdleThink
1006f270 |     73 |    3 | __thiscall   | -          | Start
1006f2c0 |   1083 |    1 | __fastcall   | -          | FUN_1006f2c0
1006f700 |   1124 |    3 | __thiscall   | -          | FlockLeaderThink
1006fb70 |     80 |    2 | __cdecl      | -          | decore_butterflyflock
1006fce0 |     29 |    1 | __fastcall   | -          | FUN_1006fce0
1006fd00 |     36 |    1 | __fastcall   | -          | FUN_1006fd00
1006fd40 |    520 |    1 | __fastcall   | -          | FUN_1006fd40
1006ff50 |     79 |    2 | __cdecl      | -          | monster_butterfly
10070000 |     74 |    1 | __fastcall   | -          | FUN_10070000
10070140 |    188 |    3 | __thiscall   | -          | FallHack
10070200 |    246 |    2 | __fastcall   | -          | FUN_10070200
10070300 |    163 |    4 | __fastcall   | -          | FUN_10070300
100703b0 |     93 |    5 | __thiscall   | -          | IdleThink
10070410 |     90 |    3 | __thiscall   | -          | Start
10070470 |    247 |    2 | __thiscall   | -          | FormFlock
10070570 |    677 |    1 | __fastcall   | -          | FUN_10070570
10070820 |    324 |    1 | __fastcall   | -          | FUN_10070820
10070970 |   1107 |    1 | __fastcall   | -          | FUN_10070970
10070dd0 |   1287 |    5 | __thiscall   | -          | FlockLeaderThink
100712e0 |   1319 |    4 | __thiscall   | -          | FlockFollowerThink
10071810 |     15 |    3 | __fastcall   | -          | FUN_10071810
10071820 |     31 |    2 | __thiscall   | -          | FUN_10071820
10071840 |    146 |    1 | __thiscall   | -          | FUN_10071840
100718e0 |     24 |    1 | __fastcall   | -          | FUN_100718e0
10071900 |     30 |    1 | __fastcall   | -          | FUN_10071900
10071920 |     79 |    2 | __cdecl      | -          | monster_gator
10071e10 |    196 |    1 | __thiscall   | -          | FUN_10071e10
10071ef0 |     26 |    1 | __fastcall   | -          | FUN_10071ef0
10071ff0 |    106 |    1 | __fastcall   | -          | FUN_10071ff0
10072060 |    226 |    1 | __fastcall   | -          | FUN_10072060
10072200 |     79 |    2 | __cdecl      | -          | monster_hatchetfish
10072410 |    311 |    1 | __fastcall   | -          | FUN_10072410
100725e0 |    291 |    3 | __fastcall   | -          | FUN_100725e0
10072710 |    185 |    2 | __fastcall   | -          | FUN_10072710
100727d0 |     45 |    1 | __thiscall   | -          | FUN_100727d0
10072b80 |     54 |    1 | __fastcall   | -          | FUN_10072b80
10072bc0 |   1056 |    1 | __thiscall   | -          | FUN_10072bc0
10072fe0 |    289 |    3 | __thiscall   | -          | DeadThink
10073110 |    610 |    1 | __fastcall   | -          | FUN_10073110
10073380 |   1708 |    3 | __thiscall   | -          | SwimThink
10073b50 |     79 |    2 | __cdecl      | -          | monster_microraptor
10074020 |    349 |    3 | __thiscall   | -          | JumpTouch
100748e0 |    401 |    1 | __thiscall   | -          | FUN_100748e0
10074a90 |    339 |    1 | __fastcall   | -          | FUN_10074a90
10074c30 |     58 |    1 | __fastcall   | -          | FUN_10074c30
10074d70 |     79 |    2 | __cdecl      | -          | monster_ourano
10074f10 |    141 |    1 | __fastcall   | -          | FUN_10074f10
10075470 |    240 |    1 | __thiscall   | -          | FUN_10075470
10075560 |    283 |    1 | __thiscall   | -          | FUN_10075560
100756a0 |    337 |    1 | __fastcall   | -          | FUN_100756a0
10075910 |     58 |    1 | __fastcall   | -          | FUN_10075910
10075b10 |     42 |    3 | __thiscall   | -          | NestTouch
10075b40 |    197 |    3 | __thiscall   | -          | NestUse
10075c10 |     79 |    2 | __cdecl      | -          | decore_nest
10075ea0 |    242 |    1 | __fastcall   | -          | FUN_10075ea0
10075fa0 |     79 |    2 | __cdecl      | -          | monster_raptor
100760b0 |     79 |    2 | __cdecl      | -          | monster_rheptor
10076400 |     66 |    1 | __fastcall   | -          | FUN_10076400
10076520 |    295 |    1 | __fastcall   | -          | FUN_10076520
10076650 |     79 |    1 | __fastcall   | -          | FUN_10076650
100766a0 |    405 |    3 | __thiscall   | -          | JumpTouch
10077430 |     58 |    1 | __fastcall   | -          | FUN_10077430
10077490 |    239 |    1 | __thiscall   | -          | FUN_10077490
10077580 |    166 |    1 | __fastcall   | -          | FUN_10077580
10077830 |     79 |    2 | __cdecl      | -          | monster_renesaur
10077dc0 |    137 |    1 | __fastcall   | -          | FUN_10077dc0
10077ef0 |     79 |    2 | __cdecl      | -          | monster_scorpion
10078250 |     50 |    3 | __thiscall   | -          | SquashTouch
10078530 |    114 |    2 | __thiscall   | -          | FUN_10078530
100785b0 |     26 |    2 | __fastcall   | -          | FUN_100785b0
100786e0 |     24 |    1 | __fastcall   | -          | FUN_100786e0
10078700 |    426 |    2 | __fastcall   | -          | FUN_10078700
100788b0 |     78 |    1 | __fastcall   | -          | FUN_100788b0
100789c0 |     79 |    2 | __cdecl      | -          | monster_largescorpion
10078f50 |     82 |    1 | __fastcall   | -          | FUN_10078f50
10078fd0 |     26 |    1 | __fastcall   | -          | FUN_10078fd0
10079260 |     79 |    2 | __cdecl      | -          | monster_aigirl
10079420 |     67 |    1 | __thiscall   | -          | FUN_10079420
10079600 |    119 |    1 | __fastcall   | -          | FUN_10079600
10079770 |     79 |    2 | __cdecl      | -          | gib_dropship
100797c0 |    602 |    2 | __thiscall   | -          | FUN_100797c0
10079a20 |    630 |    3 | __thiscall   | -          | GibExplodeTouch
10079ca0 |     53 |    1 | __fastcall   | -          | FUN_10079ca0
10079ce0 |     79 |    2 | __cdecl      | -          | decore_explodable
10079d90 |    352 |    1 | __fastcall   | -          | FUN_10079d90
10079ef0 |    158 |    1 | __fastcall   | -          | FUN_10079ef0
10079f90 |    336 |    1 | __thiscall   | -          | FUN_10079f90
1007a100 |    116 |    3 | __thiscall   | -          | ActionAnimUse
1007a180 |   1717 |    4 | __thiscall   | -          | ExplodeUse
1007a840 |   1213 |    3 | __thiscall   | -          | FUN_1007a840
1007ad00 |     79 |    2 | __cdecl      | -          | button_aiwallplug
1007adc0 |    266 |    1 | __fastcall   | -          | FUN_1007adc0
1007af00 |    380 |    2 | __thiscall   | -          | FUN_1007af00
1007b080 |    361 |    4 | __thiscall   | -          | AiWallPlugThink
1007b1f0 |     79 |    2 | __cdecl      | -          | weapon_aicore
1007b2c0 |    104 |    1 | __fastcall   | -          | FUN_1007b2c0
1007bd10 |     79 |    2 | __cdecl      | -          | entity_aicoreTemp
1007be30 |     42 |    3 | __thiscall   | -          | DestroyTouch
1007be60 |     79 |    2 | __cdecl      | -          | weapon_polarisblade
1007bec0 |     79 |    2 | __cdecl      | -          | weapon_beamgun
1007bf70 |     79 |    2 | __cdecl      | -          | ball_lightning
1007bfc0 |     45 |    2 | __fastcall   | -          | FUN_1007bfc0
1007bff0 |     28 |    2 | __fastcall   | -          | FUN_1007bff0
1007c010 |     42 |    2 | __thiscall   | -          | FUN_1007c010
1007c040 |    128 |    1 | __fastcall   | -          | FUN_1007c040
1007c0c0 |    235 |    1 | __fastcall   | -          | FUN_1007c0c0
1007c410 |      7 |    1 | __stdcall    | -          | FUN_1007c410
1007c420 |      7 |    1 | __stdcall    | -          | FUN_1007c420
1007c7c0 |   2376 |    1 | __thiscall   | -          | FUN_1007c7c0
1007d110 |    855 |    1 | __thiscall   | -          | FUN_1007d110
1007d470 |    197 |    1 | __fastcall   | -          | FUN_1007d470
1007d540 |    115 |    3 | __fastcall   | -          | FUN_1007d540
1007d5c0 |   1212 |    2 | __thiscall   | -          | FUN_1007d5c0
1007da80 |    196 |    1 | __fastcall   | -          | FUN_1007da80
1007db50 |    267 |    1 | __fastcall   | -          | FUN_1007db50
1007dff0 |    160 |    7 | __fastcall   | -          | FUN_1007dff0
1007e090 |    969 |    1 | __fastcall   | -          | FUN_1007e090
1007e4d0 |   1990 |    1 | __thiscall   | -          | FUN_1007e4d0
1007ecc0 |   1102 |    1 | __thiscall   | -          | FUN_1007ecc0
1007f110 |     79 |    2 | __cdecl      | -          | tracer
1007f350 |     80 |    1 | __fastcall   | -          | FUN_1007f350
1007f400 |   1583 |    3 | __thiscall   | -          | TrackTarget
1007fa40 |    110 |    3 | __thiscall   | -          | TrackTouch
1007fab0 |     46 |    3 | __thiscall   | -          | DieTouch
1007fae0 |      8 |    3 | __thiscall   | -          | LightningTracerDie
1007faf0 |    326 |    1 | __fastcall   | -          | FUN_1007faf0
1007fc40 |    270 |    2 | __stdcall    | -          | FUN_1007fc40
1007fd50 |    572 |    2 | __fastcall   | -          | FUN_1007fd50
1007ff90 |    165 |    1 | __fastcall   | -          | FUN_1007ff90
10080040 |    623 |    3 | __thiscall   | -          | LightningTouch
100802b0 |      8 |    3 | __thiscall   | -          | PopThink
100802c0 |    872 |    3 | __thiscall   | -          | MoveThink
10080660 |     79 |    2 | __cdecl      | -          | lightning_bug
10080740 |    589 |    2 | __fastcall   | -          | FUN_10080740
10080990 |     56 |    1 | __fastcall   | -          | FUN_10080990
10080a20 |     54 |    1 | __fastcall   | -          | FUN_10080a20
10080a60 |   1857 |    3 | __thiscall   | -          | TrackTargetBug
100811b0 |    265 |    3 | __thiscall   | -          | DieTouchBug
100812c0 |      8 |    3 | __thiscall   | -          | LightningBugDie
100812d0 |    150 |    1 | __stdcall    | -          | FUN_100812d0
10081370 |     83 |    2 | __cdecl      | -          | ammo_beamgunclip
100813e0 |     41 |    1 | __fastcall   | -          | FUN_100813e0
100814a0 |     79 |    2 | __cdecl      | -          | cust_1BeamFrequency
10081530 |     79 |    2 | __cdecl      | -          | cust_2BeamCurrent
10081580 |     79 |    2 | __cdecl      | -          | cust_3BeamVoltage
10081880 |     76 |    2 | __cdecl      | -          | laser_spot
100818e0 |     79 |    2 | __cdecl      | -          | dml_cluster
10081930 |    105 |    1 | __stdcall    | -          | FUN_10081930
100819a0 |    106 |    2 | __fastcall   | -          | FUN_100819a0
10081a40 |     26 |    2 | __thiscall   | -          | Revive
10081a70 |    108 |    8 | __stdcall    | -          | FUN_10081a70
10081ae0 |    312 |    2 | __fastcall   | -          | FUN_10081ae0
10081c20 |    135 |    1 | __fastcall   | -          | FUN_10081c20
10081cb0 |    167 |    3 | __thiscall   | -          | ClusterDetonate
10081d60 |    473 |    3 | __thiscall   | -          | TumbleClusterThink
10081f40 |    531 |    1 | __thiscall   | -          | FUN_10081f40
10082160 |    271 |    3 | __thiscall   | -          | ClusterSmokeThink
10082270 |     79 |    2 | __cdecl      | -          | weapon_mule
100822d0 |     79 |    2 | __cdecl      | -          | weapon_dml
10082380 |    177 |    1 | __fastcall   | -          | FUN_10082380
100824c0 |    237 |    1 | __fastcall   | -          | FUN_100824c0
100827b0 |    139 |    1 | __fastcall   | -          | FUN_100827b0
100829e0 |    426 |    1 | __fastcall   | -          | FUN_100829e0
10082ba0 |    419 |    2 | __fastcall   | -          | FUN_10082ba0
10082d50 |     63 |    1 | __fastcall   | -          | FUN_10082d50
10082d90 |    312 |    1 | __fastcall   | -          | FUN_10082d90
10082ed0 |    157 |    3 | __stdcall    | -          | FUN_10082ed0
10082f70 |   1575 |    4 | __fastcall   | -          | FUN_10082f70
10083a50 |    262 |    3 | __fastcall   | -          | FUN_10083a50
10083b60 |    588 |    5 | __thiscall   | -          | FUN_10083b60
10083db0 |    732 |    1 | __thiscall   | -          | FUN_10083db0
10084090 |   1748 |    1 | __thiscall   | -          | FUN_10084090
10084770 |     55 |    6 | __thiscall   | -          | FUN_10084770
100847b0 |     83 |    2 | __cdecl      | -          | ammo_dmlsingle
10084810 |     41 |    1 | __fastcall   | -          | FUN_10084810
10084900 |     83 |    2 | __cdecl      | -          | ammo_dmlclip
10084960 |     41 |    1 | __fastcall   | -          | FUN_10084960
10084a50 |     79 |    2 | __cdecl      | -          | cust_1DMLLaunch
10084aa0 |     79 |    2 | __cdecl      | -          | cust_2DMLFlightpath
10084af0 |     79 |    2 | __cdecl      | -          | cust_3DMLDetonate
10084b40 |     79 |    2 | __cdecl      | -          | cust_4DMLPayload
10084ea0 |    133 |    2 | __cdecl      | -          | monster_tripmine
10084f30 |     79 |    2 | __cdecl      | -          | DmlHandGrenade
10084fe0 |     79 |    2 | __cdecl      | -          | weapon_dmlGrenade
10085100 |    514 |    1 | __cdecl      | -          | FUN_10085100
10085310 |     41 |    2 | __fastcall   | -          | FUN_10085310
10085340 |     47 |    1 | __fastcall   | -          | FUN_10085340
10085370 |    169 |    3 | __thiscall   | -          | DmlGrenExplodeTouch
10085420 |    979 |    2 | __thiscall   | -          | FUN_10085420
10085800 |    334 |    3 | __thiscall   | -          | DmlHandGrenTumbleThink
10085950 |    167 |    3 | __thiscall   | -          | DmlHandGrenDetonate
10085a00 |   2089 |    2 | __fastcall   | -          | FUN_10085a00
10086230 |    146 |    1 | __fastcall   | -          | FUN_10086230
100862d0 |    241 |    1 | __fastcall   | -          | FUN_100862d0
10086430 |    180 |    1 | __fastcall   | -          | FUN_10086430
10086590 |    204 |    1 | __fastcall   | -          | FUN_10086590
10087620 |    982 |    2 | __fastcall   | -          | FUN_10087620
10087a00 |    121 |    1 | __fastcall   | -          | FUN_10087a00
10087d10 |     55 |    3 | __thiscall   | -          | TripmineTouch
10087d50 |     30 |    2 | __thiscall   | -          | WarningThink
10087d70 |   1222 |    4 | __thiscall   | -          | PowerupThink
10088240 |     34 |    4 | __fastcall   | -          | FUN_10088240
10088270 |    672 |    2 | __fastcall   | -          | FUN_10088270
10088510 |    416 |    3 | __thiscall   | -          | BeamBreakThink
10088720 |    130 |    1 | __thiscall   | -          | FUN_10088720
100887b0 |    243 |    3 | __thiscall   | -          | DelayDeathThink
100888b0 |    979 |    1 | __thiscall   | -          | FUN_100888b0
10088c90 |   1110 |    1 | __fastcall   | -          | FUN_10088c90
100890f0 |     79 |    2 | __cdecl      | -          | cust_1DMLGrenDetonate
10089140 |     79 |    2 | __cdecl      | -          | cust_2DMLGrenPayload
10089390 |    349 |    1 | __cdecl      | -          | FUN_10089390
100894f0 |    132 |    2 | __cdecl      | -          | dmlRocket
10089600 |    703 |    3 | __fastcall   | -          | FUN_10089600
100898c0 |    281 |    1 | __fastcall   | -          | FUN_100898c0
100899e0 |    250 |    1 | __cdecl      | -          | FUN_100899e0
10089ae0 |    250 |    1 | __cdecl      | -          | FUN_10089ae0
10089c10 |   1934 |    3 | __thiscall   | -          | TrackTarget
1008a3a0 |    133 |    2 | __thiscall   | -          | TrackTouch
1008a430 |   1294 |    4 | __thiscall   | -          | ShootClusterGrenades
1008a940 |    289 |    4 | __thiscall   | -          | BounceSoundTouch
1008aa70 |   1381 |    5 | __thiscall   | -          | RocketTouch
1008afe0 |    456 |    5 | __thiscall   | -          | RocketThink
1008b1b0 |   1715 |    5 | __thiscall   | -          | FollowThink
1008b870 |   1382 |    3 | __thiscall   | -          | BigThink
1008bde0 |     50 |    3 | __thiscall   | -          | LittleThink
1008be20 |    875 |    4 | __thiscall   | -          | ExplodeThink
1008c6a0 |    317 |    2 | __thiscall   | -          | Smoke
1008c7e0 |    348 |    4 | __thiscall   | -          | TumbleThink
1008c940 |    269 |    1 | __fastcall   | -          | FUN_1008c940
1008ca50 |      8 |    4 | __thiscall   | -          | RemoveThink
1008ca60 |    897 |    1 | __fastcall   | -          | FUN_1008ca60
1008cdf0 |     98 |    3 | __thiscall   | -          | PowerupThink
1008ce60 |     34 |    1 | __fastcall   | -          | FUN_1008ce60
1008ce90 |    433 |    2 | __fastcall   | -          | FUN_1008ce90
1008d050 |    224 |    3 | __thiscall   | -          | BeamBreakThink
1008d180 |    162 |    1 | __thiscall   | -          | FUN_1008d180
1008d230 |    307 |    3 | __thiscall   | -          | DelayDeathThink
1008d370 |     79 |    2 | __cdecl      | -          | weapon_fists
1008d430 |    112 |    1 | __fastcall   | -          | FUN_1008d430
1008d4a0 |    240 |    1 | __fastcall   | -          | FUN_1008d4a0
1008d680 |    573 |    3 | __cdecl      | -          | FUN_1008d680
1008d8c0 |     78 |    1 | __fastcall   | -          | FUN_1008d8c0
1008d910 |      1 |    3 | __thiscall   | -          | Smack
1008d920 |      8 |    3 | __thiscall   | -          | SwingAgain
1008d930 |   1959 |    2 | __fastcall   | -          | FUN_1008d930
1008e360 |     93 |    1 | __thiscall   | -          | FUN_1008e360
1008e4b0 |     79 |    2 | __cdecl      | -          | cust_1fistsKnife
1008e500 |     79 |    2 | __cdecl      | -          | customization_knife
1008e550 |     58 |    1 | __fastcall   | -          | FUN_1008e550
1008e600 |     79 |    2 | __cdecl      | -          | entity_null
1008e650 |    190 |    2 | __fastcall   | -          | FUN_1008e650
1008e740 |     50 |    3 | __thiscall   | -          | WaitThink
1008e780 |    314 |    3 | __thiscall   | -          | LazerThink
1008e8c0 |     43 |    3 | __thiscall   | -          | RemoveThink
1008e8f0 |    207 |    1 | __stdcall    | -          | FUN_1008e8f0
1008e9c0 |    788 |    2 | __cdecl      | -          | FUN_1008e9c0
1008ece0 |    403 |    2 | __fastcall   | -          | FUN_1008ece0
1008ee80 |     95 |    3 | __thiscall   | -          | Animate
1008eee0 |    500 |    3 | __thiscall   | -          | FastShotTouch
1008f0e0 |     73 |    1 | __fastcall   | -          | FUN_1008f0e0
1008f130 |    367 |    1 | __cdecl      | -          | FUN_1008f130
1008f2a0 |    385 |    2 | __fastcall   | -          | FUN_1008f2a0
1008f430 |    309 |    3 | __thiscall   | -          | ThrowSparks
1008f570 |    473 |    3 | __thiscall   | -          | BoltTouch
1008f750 |     77 |    1 | __fastcall   | -          | FUN_1008f750
1008f7a0 |    204 |    0 | __fastcall   | -          | FUN_1008f7a0
1008f870 |     34 |    1 | __fastcall   | -          | FUN_1008f870
1008fa20 |     80 |    3 | __thiscall   | -          | AnimateGlow
1008fd10 |     54 |    1 | __fastcall   | -          | FUN_1008fd10
1008fd50 |     80 |    4 | __thiscall   | -          | RemoveBall
1008fda0 |    263 |    3 | __thiscall   | -          | TumbleClusterThink
1008feb0 |      8 |    3 | __thiscall   | -          | BallBounceTouch
1008fec0 |     79 |    2 | __cdecl      | -          | gauss_charged
1008ff10 |     79 |    2 | __cdecl      | -          | gauss_glow
1008ff60 |     79 |    2 | __cdecl      | -          | gauss_ball
1008ffb0 |     79 |    2 | __cdecl      | -          | guass_bolt
10090000 |     79 |    2 | __cdecl      | -          | weapon_pistol
10090060 |     79 |    2 | __cdecl      | -          | weapon_gausspistol
100901f0 |    114 |    1 | __fastcall   | -          | FUN_100901f0
10090270 |    341 |    1 | __fastcall   | -          | FUN_10090270
100905b0 |     64 |    1 | __fastcall   | -          | FUN_100905b0
10090640 |    162 |    1 | __fastcall   | -          | FUN_10090640
10090700 |    156 |    1 | __fastcall   | -          | FUN_10090700
100907a0 |    401 |    1 | __fastcall   | -          | FUN_100907a0
10090940 |    370 |    1 | __fastcall   | -          | FUN_10090940
10090ac0 |    418 |    1 | __fastcall   | -          | FUN_10090ac0
10090c70 |    395 |    1 | __fastcall   | -          | FUN_10090c70
10090e00 |   1261 |    1 | __fastcall   | -          | FUN_10090e00
100912f0 |    275 |    2 | __fastcall   | -          | FUN_100912f0
10091410 |    677 |    1 | __cdecl      | -          | FUN_10091410
10091a10 |     83 |    2 | __cdecl      | -          | ammo_gaussclip
10091a70 |     41 |    1 | __fastcall   | -          | FUN_10091a70
10091b40 |     79 |    2 | __cdecl      | -          | cust_1GaussPistolFireType
10091b90 |     65 |    1 | __fastcall   | -          | FUN_10091b90
10091c50 |     79 |    2 | __cdecl      | -          | cust_2GaussPistolSniper
10091ca0 |     79 |    2 | __cdecl      | -          | customization_sniper
10091cf0 |    115 |    1 | __fastcall   | -          | FUN_10091cf0
10091e80 |     79 |    2 | __cdecl      | -          | chem_grenade
10091f30 |     51 |    4 | __fastcall   | -          | FUN_10091f30
10091f70 |    195 |    1 | __fastcall   | -          | FUN_10091f70
10092040 |    635 |    3 | __thiscall   | -          | SplatterTouch
100922c0 |   2056 |    5 | __thiscall   | -          | Splatter
10092ad0 |     25 |    3 | __thiscall   | -          | ChemicalSmoke
10092af0 |    302 |    3 | __thiscall   | -          | ChemicalSmokeThink
10092c20 |    582 |    1 | __cdecl      | -          | FUN_10092c20
10092e70 |    688 |    3 | __thiscall   | -          | StickyChemicalTouch
10093120 |   1625 |    3 | __thiscall   | -          | BouncyChemicalTouch
10093780 |    964 |    4 | __thiscall   | -          | TimedChemicalThink
10093b50 |    574 |    2 | __cdecl      | -          | FUN_10093b50
10093d90 |    421 |    2 | __cdecl      | -          | FUN_10093d90
10093f40 |    461 |    4 | __thiscall   | -          | ChemicalExplode
10094110 |     70 |    3 | __thiscall   | -          | ChemicalTrail
10094160 |    798 |    1 | __thiscall   | -          | FUN_10094160
10094680 |    504 |    2 | __thiscall   | -          | StickyAcidTouch
10094880 |    724 |    2 | __cdecl      | -          | FUN_10094880
10094b60 |     79 |    2 | __cdecl      | -          | weapon_mechagun
10094bc0 |     79 |    2 | __cdecl      | -          | weapon_minigun
10094c70 |    183 |    1 | __fastcall   | -          | FUN_10094c70
